ID	LABEL
IAO:0000003	
UO:0000001	length unit
UO:0000002	mass unit
UO:0000003	time unit
UO:0000005	temperature unit
UO:0000006	substance unit
UO:0000051	concentration unit
UO:0000095	volume unit
UO:0000105	frequency unit
UO:0000109	pressure unit
UO:0000270	volumetric flow rate unit
UO:0000280	rate unit
