ontology ID	label	action	logical type	parent class
ID			CLASS_TYPE	C %
BFO:0000001	entity	ignore		
BFO:0000016	disposition	limit		
BFO:0000040	material entity	limit		
IDO:0000450	pathogenic disposition	import		
IDO:0000528	pathogen	import		
IDO:0000562	antibacterial	import		
IDO:0000586	infection	import		
IDO:0000666	human pathogenicity disposition	import		
