ontology ID	label	action	logical type	parent class
ID			CLASS_TYPE	C %
BFO:0000001	entity	ignore		
OBI:0600007	administering substance in vivo	import		
VO:0000001	vaccine	import	subclass	processed material entity
VO:0000002	vaccination	import		
