Source	ID	Label	Parent ID	Parent Label	Related
so	SO:0000001	region	BFO:0000031	generically dependent continuant	
so	SO:0000104	wiki	SO:0000001	region	
so	SO:0000148	supercontig	SO:0000353	wiki	
so	SO:0000149	wiki	SO:0000353	wiki	
so	SO:0000276	wiki	SO:0000001	region	
so	SO:0000353	wiki	SO:0001248	wiki	
so	SO:0000988	circular	PATO:0001241	physical object quality	
so	SO:0001248	wiki	SO:0001410	experimental_feature	
so	SO:0001410	experimental_feature	SO:0000001	region	
